Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Generated_Description
Romanoillamp_36.ply,Slightly distorted but identifiable,Low,Low,Low,None,None,None,None,None,None,8.433333333,8,Good,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
Romanoillamp_37.ply,Slightly distorted but identifiable,Medium,Medium,Low,None,Low,None,None,None,None,8.5625,9,Excellent,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and no perceptible blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
Romanoillamp_38.ply,Slightly distorted but identifiable,Medium,Medium,Low,Low,Low,None,None,None,None,7.1953125,7,Good,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
Romanoillamp_39.ply,Distorted but identifiable,Medium,Medium,Medium,Medium,Low,Low,None,None,None,3.545918367,4,Poor,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and a medium level of blurriness, and geometric ones include a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
Romanoillamp_40.ply,Barely Identifiable,Medium,High,High,High,Low,Medium,None,None,None,2.811538462,3,Poor,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a high level of blurriness, whereas geometric effects involve a low level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
Romanoillamp_41.ply,Completely Damaged,Medium,High,Severe,High,Low,Medium,None,None,None,1.223076923,1,Bad,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a medium level of brightness distortion, a high level of color distortion, a severe level of noise, and a high level of blurriness; on the geometric side, we observe a low level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
longdress_0.ply,Slightly distorted but identifiable,Low,Low,Low,None,None,None,High,None,None,8.50127551,9,Excellent,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
longdress_1.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,High,None,None,6.159615385,6,Fair,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
longdress_2.ply,Distorted but identifiable,Medium,Low,Low,None,Low,None,Severe,None,None,6.3046875,6,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, a severe level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
longdress_3.ply,Distorted but identifiable,Medium,Medium,Medium,None,Medium,None,Severe,None,None,5.5078125,6,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, a severe level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
longdress_4.ply,Distorted but identifiable,High,Medium,Medium,None,Medium,None,High,None,None,7.117346939,7,Good,"Visually, the texture is distorted but identifiable, with photometric distortions such as a high level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
longdress_5.ply,Barely Identifiable,High,Medium,Medium,None,High,None,Severe,None,None,3.40625,3,Poor,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a high level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness, whereas geometric effects involve a high level of point density distortion, no perceptible scattering artifact, a severe level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
longdress_6.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,9.682692308,10,Excellent,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as excellent."
longdress_7.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,7.526923077,8,Good,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
longdress_8.ply,Distorted but identifiable,Medium,Medium,Low,None,Low,None,None,None,None,6.709615385,7,Good,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as good."
longdress_9.ply,Distorted but identifiable,Medium,Medium,Medium,None,Low,None,None,None,None,4.927295918,5,Fair,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
longdress_10.ply,Distorted but identifiable,Medium,Medium,Medium,None,Medium,None,None,None,None,4.90625,5,Fair,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as fair."
longdress_11.ply,Distorted but identifiable,Medium,Medium,Medium,None,Medium,None,None,None,None,4.091666667,4,Poor,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness; on the geometric side, we observe a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
longdress_12.ply,Slightly distorted but identifiable,Low,Low,Medium,None,Low,None,None,None,None,8.161538462,8,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as good."
longdress_13.ply,Slightly distorted but identifiable,Low,Low,Medium,None,Low,None,None,None,None,8.381377551,8,Good,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
longdress_14.ply,Distorted but identifiable,Low,Low,Medium,None,Medium,None,None,None,None,7.744897959,8,Good,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
longdress_15.ply,Distorted but identifiable,Low,Low,High,None,Medium,None,None,None,None,5.7578125,6,Fair,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a high level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
longdress_16.ply,Barely Identifiable,Low,Medium,Severe,None,High,None,None,None,None,4.421875,4,Poor,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a severe level of noise, and no perceptible blurriness. The overall quality is rated as poor."
longdress_17.ply,Completely Damaged,Medium,Medium,Severe,None,Severe,None,None,None,None,2.126923077,2,Bad,"From a perceptual standpoint, the texture is completely damaged. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, a severe level of noise, and no perceptible blurriness, and geometric ones include a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
longdress_18.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,9.171875,9,Excellent,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
longdress_19.ply,Slightly distorted but identifiable,Low,Low,Medium,None,Low,None,None,None,None,6.783333333,7,Good,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
longdress_20.ply,Distorted but identifiable,Low,Low,High,None,Medium,None,None,None,None,5.849489796,6,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a high level of noise, and no perceptible blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
longdress_21.ply,Barely Identifiable,Low,Low,High,None,Medium,None,None,None,None,4.136538462,4,Poor,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a high level of noise, and no perceptible blurriness. The overall quality is rated as poor."
longdress_22.ply,Barely Identifiable,Medium,Medium,Severe,None,High,None,None,None,None,3.62372449,4,Poor,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a severe level of noise, and no perceptible blurriness. The overall quality is rated as poor."
longdress_23.ply,Completely Damaged,Medium,Medium,Severe,None,Severe,None,None,None,None,1.790384615,2,Bad,"Visually, the texture is completely damaged, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a severe level of noise, and no perceptible blurriness. Geometric artifacts such as a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as bad."
longdress_24.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,7.833333333,8,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as good."
longdress_25.ply,Distorted but identifiable,Low,Low,Medium,None,Low,None,None,None,None,6.640384615,7,Good,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
longdress_26.ply,Barely Identifiable,Low,Low,Medium,Low,Medium,Low,None,None,None,5.166666667,5,Fair,"Visually, the texture is barely identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness. Geometric artifacts such as a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
longdress_27.ply,Barely Identifiable,Low,Low,Severe,High,Medium,Medium,None,None,None,3.191666667,3,Poor,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a severe level of noise, and a high level of blurriness; on the geometric side, we observe a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
longdress_28.ply,Completely Damaged,Medium,Medium,Severe,High,High,Medium,None,None,None,1.4453125,1,Bad,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a severe level of noise, and a high level of blurriness; on the geometric side, we observe a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
longdress_29.ply,Completely Damaged,High,High,Severe,Severe,High,Medium,None,None,None,1.075,1,Bad,"In this point cloud, the texture is completely damaged. Photometric distortions include a high level of brightness distortion, a high level of color distortion, a severe level of noise, and a severe level of blurriness, while geometric artifacts include a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
longdress_30.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,7.358333333,7,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as good."
longdress_31.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,None,None,None,None,6.985969388,7,Good,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
longdress_32.ply,Distorted but identifiable,Medium,Medium,Medium,Medium,Low,None,None,None,None,4.55,5,Fair,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and a medium level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
longdress_33.ply,Barely Identifiable,Medium,Medium,High,High,Medium,Low,None,None,None,2.515625,3,Poor,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness; on the geometric side, we observe a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
longdress_34.ply,Completely Damaged,Medium,Medium,High,Severe,Medium,Low,None,None,None,1.987244898,2,Bad,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a severe level of blurriness; on the geometric side, we observe a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
longdress_35.ply,Completely Damaged,Medium,Medium,Severe,Severe,Medium,Medium,None,None,None,1.448979592,1,Bad,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a severe level of noise, and a severe level of blurriness; on the geometric side, we observe a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
longdress_36.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,None,None,None,None,8.325,8,Good,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
longdress_37.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,6.008333333,6,Fair,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
longdress_38.ply,Distorted but identifiable,Low,Low,Medium,None,Low,None,None,None,None,4.825,5,Fair,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as fair."
longdress_39.ply,Barely Identifiable,Medium,Medium,High,Medium,Medium,Low,None,None,None,2.330769231,2,Bad,"In this point cloud, the texture is barely identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a medium level of blurriness, while geometric artifacts include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
longdress_40.ply,Completely Damaged,Medium,Medium,High,High,Medium,Low,None,None,None,1.783333333,2,Bad,"From a perceptual viewpoint, the texture is completely damaged. Geometric distortions are characterized by a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness. The overall quality is rated as bad."
longdress_41.ply,Completely Damaged,Medium,Medium,Severe,High,High,Medium,None,None,None,1.433333333,1,Bad,"Considering this point cloud, the texture is completely damaged. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, a severe level of noise, and a high level of blurriness, whereas geometric effects involve a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
loot_0.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,High,None,None,6.996153846,7,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as good."
loot_1.ply,Distorted but identifiable,Low,Low,Low,None,Low,None,High,None,None,7.0859375,7,Good,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
loot_2.ply,Distorted but identifiable,Low,Low,Low,None,Low,None,Severe,None,None,5.383333333,5,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, a severe level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
loot_3.ply,Distorted but identifiable,Low,Low,Medium,None,Medium,None,Severe,None,None,5.208333333,5,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, a severe level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
loot_4.ply,Distorted but identifiable,Low,Low,Medium,None,High,None,Severe,None,None,6.679846939,7,Good,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, and geometric ones include a high level of point density distortion, no perceptible scattering artifact, a severe level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
loot_5.ply,Barely Identifiable,Low,Low,Medium,None,Severe,None,Severe,None,None,2.708333333,3,Poor,"Visually, the texture is barely identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a severe level of point density distortion, no perceptible scattering artifact, a severe level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as poor."
loot_6.ply,Clearly Identifiable,Low,Low,None,None,None,None,None,None,None,9.65,10,Excellent,"Considering this point cloud, the texture is clearly identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, no perceptible noise, and no perceptible blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
loot_7.ply,Clearly Identifiable,Low,Low,Low,None,None,None,None,None,None,7.316666667,7,Good,"Considering this point cloud, the texture is clearly identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
loot_8.ply,Slightly distorted but identifiable,Medium,Low,Low,None,Low,None,None,None,None,5.396683673,5,Fair,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
loot_9.ply,Distorted but identifiable,Medium,Low,Medium,None,Low,None,None,None,None,4.584615385,5,Fair,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as fair."
loot_10.ply,Distorted but identifiable,Medium,Medium,Medium,None,Medium,None,None,None,None,4.230867347,4,Poor,"Visually, the texture is distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as poor."
loot_11.ply,Distorted but identifiable,Medium,Medium,High,None,Medium,None,None,None,None,4.0625,4,Poor,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and no perceptible blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
loot_12.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,8.267307692,8,Good,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
loot_13.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,8.613520408,9,Excellent,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as excellent."
loot_14.ply,Distorted but identifiable,Low,Low,Medium,None,Medium,None,None,None,None,7.676020408,8,Good,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness; on the geometric side, we observe a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
loot_15.ply,Distorted but identifiable,Low,Low,Medium,None,Medium,None,None,None,None,5.78125,6,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
loot_16.ply,Barely Identifiable,Low,Low,Medium,None,High,None,None,None,None,2.975,3,Poor,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as poor."
loot_17.ply,Completely Damaged,Low,Low,High,None,Severe,None,None,None,None,1.85,2,Bad,"Considering this point cloud, the texture is completely damaged. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a high level of noise, and no perceptible blurriness, whereas geometric effects involve a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
loot_18.ply,Clearly Identifiable,Low,Low,Low,None,Low,None,None,None,None,8.180769231,8,Good,"When examining this point cloud, the texture is clearly identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
loot_19.ply,Slightly distorted but identifiable,Medium,Low,Low,None,Low,None,None,None,None,6.925,7,Good,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
