Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Quality Description,Generated_Description
biscuits_gsigma_0_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,82.28266671,82,Good,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
biscuits_gsigma_0_tsigma_16.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,70.89991405,71,Good,,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness. The overall quality is rated as good."
biscuits_gsigma_0_tsigma_32.ply,Distorted but identifiable,Low,Low,High,Low,Low,,,,,40.47262999,40,Poor,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a high level of noise, and a low level of blurriness. The overall quality is rated as poor."
biscuits_gsigma_2_tsigma_8.ply,Distorted but identifiable,Low,Low,High,Medium,Low,Low,,,,60.93076647,61,Fair,,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a high level of noise, and a medium level of blurriness; on the geometric side, we observe a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
biscuits_gsigma_2_tsigma_16.ply,Distorted but identifiable,Low,Low,High,Medium,Low,Low,,,,55.54540274,56,Fair,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a high level of noise, and a medium level of blurriness, whereas geometric effects involve a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
biscuits_gsigma_2_tsigma_32.ply,Distorted but identifiable,Low,Low,High,Medium,Medium,Low,,,,37.85852516,38,Poor,,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a high level of noise, and a medium level of blurriness. Geometric artifacts such as a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as poor."
biscuits_gsigma_4_tsigma_8.ply,Barely Identifiable,Low,Low,High,Medium,Medium,Low,,,,46.58815205,47,Fair,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a high level of noise, and a medium level of blurriness, while geometric artifacts include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
biscuits_gsigma_4_tsigma_16.ply,Barely Identifiable,Low,Low,High,Medium,Medium,Low,,,,43.1335575,43,Poor,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a high level of noise, and a medium level of blurriness. The overall quality is rated as poor."
biscuits_gsigma_4_tsigma_32.ply,Barely Identifiable,Low,Medium,High,Medium,Medium,Low,,,,25.37935374,25,Poor,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a medium level of blurriness. The overall quality is rated as poor."
biscuits_level_7.ply,Completely Damaged,High,Severe,High,Low,Severe,,,,,6.910472714,7,Bad,,"In this point cloud, the texture is completely damaged. Photometric distortions include a high level of brightness distortion, a severe level of color distortion, a high level of noise, and a low level of blurriness, while geometric artifacts include a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
biscuits_level_8.ply,Barely Identifiable,Medium,Low,High,Low,High,,,,,26.07829319,26,Poor,,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a low level of color distortion, a high level of noise, and a low level of blurriness, and geometric ones include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
biscuits_level_9.ply,Barely Identifiable,Low,Low,High,Low,Low,,,,,78.90662046,79,Good,,"Visually, the texture is barely identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a high level of noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
biscuits_pqs_1_qs_16_rounded.ply,Slightly distorted but identifiable,Low,Low,Low,Medium,Low,,,,,85.08186966,85,Excellent,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a medium level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
biscuits_pqs_1_qs_32_rounded.ply,Slightly distorted but identifiable,Low,Low,Low,Medium,Low,,,,,74.44788099,74,Good,,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and a medium level of blurriness. The overall quality is rated as good."
biscuits_pqs_1_qs_48_rounded.ply,Distorted but identifiable,Low,High,Low,Low,Low,,,,,40.20381716,40,Poor,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a high level of color distortion, a low level of noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
biscuits_pqs_1_qs_64_rounded.ply,Barely Identifiable,Low,High,Low,Low,Low,,,,,24.03115802,24,Bad,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a high level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
biscuits_tsl_4_tqs_64.ply,Barely Identifiable,Low,Low,,Low,High,,,High,High,18.04515443,18,Bad,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. The overall quality is rated as bad."
biscuits_tsl_4_tqs_128.ply,Barely Identifiable,Low,Low,,Medium,High,,,High,High,20.56426096,21,Bad,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness, while geometric artifacts include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as bad."
biscuits_tsl_4_tqs_256.ply,Completely Damaged,Low,Low,,High,High,,,High,High,17.38710508,17,Bad,,"In this point cloud, the texture is completely damaged. Photometric distortions include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a high level of blurriness, while geometric artifacts include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as bad."
biscuits_tsl_4_tqs_512.ply,Completely Damaged,Low,Medium,,High,High,,,High,High,11.29893963,11,Bad,,"Considering this point cloud, the texture is completely damaged. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, whereas geometric effects involve a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as bad."
biscuits_tsl_6_tqs_64.ply,Slightly distorted but identifiable,Low,Low,,Low,Low,,,Low,Low,83.00914582,83,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape. The overall quality is rated as good."
biscuits_tsl_6_tqs_128.ply,Slightly distorted but identifiable,Low,Low,,Low,Low,,,Low,Low,68.95568291,69,Good,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape are also present. The overall quality is rated as good."
biscuits_tsl_6_tqs_256.ply,Slightly distorted but identifiable,Low,Low,,High,,,,Low,Low,46.84884777,47,Fair,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a high level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape are also present. The overall quality is rated as fair."
biscuits_tsl_6_tqs_512.ply,Barely Identifiable,Low,Low,,High,,,,Low,Low,27.49479604,27,Poor,,"Visually, the texture is barely identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a high level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape are also present. The overall quality is rated as poor."
biscuits_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Low,Low,,Low,Low,,,,,81.60694704,82,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
biscuits_tsl_8_tqs_128.ply,Distorted but identifiable,Low,Low,,Low,Low,,,,,71.1781634,71,Good,,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
biscuits_tsl_8_tqs_256.ply,Barely Identifiable,Low,Low,,Medium,Low,,,,,50.5576824,51,Fair,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness. The overall quality is rated as fair."
biscuits_tsl_8_tqs_512.ply,Barely Identifiable,Low,Medium,,High,Low,,,,,24.26462774,24,Bad,,"Visually, the texture is barely identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as bad."
cake_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Low,Low,,,Low,,,Low,,80.20526502,80,Good,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and no perceptible blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
cake_gQP_1_tQP_2.ply,Slightly distorted but identifiable,Low,Low,,Low,Low,,,Medium,,71.92097573,72,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
cake_gQP_1_tQP_3.ply,Slightly distorted but identifiable,Low,Medium,Low,Low,Low,,Low,Medium,,53.38313209,53,Fair,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, a low level of grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cake_gQP_2_tQP_1.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Medium,Low,,Medium,,55.79723355,56,Fair,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, while geometric artifacts include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cake_gQP_2_tQP_2.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Medium,Low,,Medium,,51.11284661,51,Fair,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cake_gQP_2_tQP_3.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Medium,Low,,Medium,,49.40907712,49,Fair,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cake_gQP_3_tQP_1.ply,Distorted but identifiable,Low,Low,Low,Low,High,Low,,High,,27.03674282,27,Poor,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness. The overall quality is rated as poor."
cake_gQP_3_tQP_2.ply,Distorted but identifiable,Low,Low,Low,Low,High,Low,,High,,25.93804334,26,Poor,,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
cake_gQP_3_tQP_3.ply,Distorted but identifiable,Low,Low,Low,Low,High,Low,,High,,25.63802684,26,Poor,,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
cake_gsigma_0_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,Medium,Low,Low,,,,,82.3590312,82,Good,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
cake_gsigma_0_tsigma_16.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,68.48543238,68,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
cake_gsigma_0_tsigma_32.ply,Slightly distorted but identifiable,Low,Low,High,Low,Low,,,,,44.28105151,44,Poor,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a high level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
cake_gsigma_2_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,Medium,Low,High,,,,,67.14183949,67,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness, and geometric ones include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
cake_gsigma_2_tsigma_16.ply,Slightly distorted but identifiable,Low,Low,Medium,Low,High,,,,,58.68613346,59,Fair,,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness. The overall quality is rated as fair."
cake_gsigma_2_tsigma_32.ply,Slightly distorted but identifiable,Low,Low,High,Low,High,,,,,40.58216881,41,Poor,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a high level of noise, and a low level of blurriness, while geometric artifacts include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
cake_gsigma_4_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,Medium,High,Medium,Low,,,,50.02089902,50,Fair,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cake_gsigma_4_tsigma_16.ply,Slightly distorted but identifiable,Low,Low,High,High,Medium,Low,,,,45.00850006,45,Fair,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a high level of noise, and a high level of blurriness, and geometric ones include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cake_gsigma_4_tsigma_32.ply,Distorted but identifiable,Low,Low,High,High,High,Low,,,,33.58645616,34,Poor,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a high level of noise, and a high level of blurriness, while geometric artifacts include a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
cake_level_7.ply,Completely Damaged,Low,Severe,Severe,Medium,Severe,Low,,,,7.770366309,8,Bad,,"From a perceptual standpoint, the texture is completely damaged. In terms of distortions, photometric ones include a low level of brightness distortion, a severe level of color distortion, a severe level of noise, and a medium level of blurriness, and geometric ones include a severe level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
cake_level_8.ply,Barely Identifiable,Medium,High,High,Medium,High,,,,,17.08593154,17,Bad,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a medium level of blurriness. The overall quality is rated as bad."
cake_level_9.ply,Slightly distorted but identifiable,Low,Low,Low,,Medium,,,,,64.34512167,64,Fair,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cake_pqs_1_qs_16_rounded.ply,Slightly distorted but identifiable,Low,,Low,Low,Low,,,,,90.78201527,91,Excellent,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, no perceptible color distortion, a low level of noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
cake_pqs_1_qs_32_rounded.ply,Slightly distorted but identifiable,Low,Medium,Low,Low,Low,,,,,62.31185039,62,Fair,,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness. The overall quality is rated as fair."
cake_pqs_1_qs_48_rounded.ply,Slightly distorted but identifiable,Low,High,Low,Medium,Low,,,,,34.56216851,35,Poor,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a high level of color distortion, a low level of noise, and a medium level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
cake_pqs_1_qs_64_rounded.ply,Slightly distorted but identifiable,Low,High,Low,Medium,Low,,,,,24.85902515,25,Poor,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a high level of color distortion, a low level of noise, and a medium level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
cake_tsl_4_tqs_64.ply,Slightly distorted but identifiable,Low,Low,,Medium,Low,,,,Low,83.76018893,84,Good,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and a low level of deformed shape are also present. The overall quality is rated as good."
cake_tsl_4_tqs_128.ply,Slightly distorted but identifiable,Low,Low,,Medium,Low,,,,Low,71.41920062,71,Good,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and a low level of deformed shape are also present. The overall quality is rated as good."
cake_tsl_4_tqs_256.ply,Distorted but identifiable,Low,Low,,Medium,Low,,Low,,Low,53.06015189,53,Fair,,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, a low level of grid artifact, no perceptible missing region, and a low level of deformed shape. The overall quality is rated as fair."
cake_tsl_4_tqs_512.ply,Barely Identifiable,Low,Low,,High,Low,,Medium,,,21.54060176,22,Bad,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a high level of blurriness. The overall quality is rated as bad."
cake_tsl_6_tqs_64.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,82.75849407,83,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
cake_tsl_6_tqs_128.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,79.74237911,80,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
cake_tsl_6_tqs_256.ply,Distorted but identifiable,Low,Low,Low,Medium,Low,,,,,51.50226832,52,Fair,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a medium level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
cake_tsl_6_tqs_512.ply,Barely Identifiable,Low,Low,Low,High,Low,,,,Low,27.39548212,27,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and a high level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and a low level of deformed shape. The overall quality is rated as poor."
cake_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Low,Low,,Low,,,,,,90.65408252,91,Excellent,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as excellent."
cake_tsl_8_tqs_128.ply,Slightly distorted but identifiable,Low,Low,,Low,,,,,,83.19207028,83,Good,,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. The overall quality is rated as good."
cake_tsl_8_tqs_256.ply,Distorted but identifiable,Low,Low,,Medium,,,,,,62.14575182,62,Fair,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness. The overall quality is rated as fair."
cake_tsl_8_tqs_512.ply,Barely Identifiable,Low,Medium,,High,,,,,,32.96552511,33,Poor,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, while geometric artifacts include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
cauliflower_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Low,Medium,,Low,Low,,,Low,,87.62483924,88,Excellent,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
